Invoice,TotalQuantity,TotalAmount,UniqueProducts,Customer ID,Anomaly
543350,29,155.05,11,13809,1
543351,132,165.0,11,15407,1
543352,7,29.65,4,15577,1
543354,522,818.86,39,13458,1
543355,115,208.76,38,16033,1
543357,37,124.05000000000001,6,12388,1
543359,40,122.3,10,16332,1
543367,269,438.82,22,18225,1
543369,92,219.36,29,16255,1
543370,465,1838.9099999999999,80,12359,1
543371,288,409.93,83,14048,1
543372,21,67.95,2,16321,1
543373,104,181.44,10,16945,1
543374,163,319.35,17,16945,1
543376,21,67.95,2,16321,1
543377,192,220.98000000000002,15,13725,1
543378,1008,4379.76,2,18102,-1
543379,1420,6155.72,4,18102,-1
543380,90,143.1,7,14293,1
543382,225,307.23,39,14030,1
543387,1126,1306.28,14,14646,1
543389,57,150.26000000000002,19,17841,1
543391,131,306.55,16,14475,1
543392,416,602.72,9,16839,1
543393,86,163.7,10,13534,1
543394,528,1495.2,5,15797,1
543395,2,15.9,1,13534,1
543396,242,313.66,3,15189,1
543397,127,148.21,23,17859,1
543398,128,199.8,10,16458,1
543400,148,213.15,15,14688,1
543411,199,266.85,19,12576,1
543413,96,244.79999999999998,3,13098,1
543428,224,449.98,40,17787,1
543446,40,146.2,8,15827,1
543447,440,802.65,48,16265,1
543449,160,336.0,7,16553,1
543452,80,303.00000000000006,9,16037,1
543454,24,140.55,15,14527,1
543455,384,326.4,2,17858,1
543456,144,79.2,1,15753,1
543457,340,603.44,9,17428,1
543458,79,152.87,32,14587,1
543459,216,201.86,14,12599,1
543462,130,313.90000000000003,13,17655,1
543463,518,694.27,33,15311,1
543464,308,364.32,10,16779,1
543466,228,459.36,20,16713,1
543468,87,262.85,28,14562,1
543470,1066,1053.79,70,16951,1
543474,195,504.23,51,14415,1
543476,205,303.24,17,13050,1
543477,12,15.0,1,17315,1
543478,392,849.04,7,13798,1
543479,24,90.0,1,16998,1
543480,11,52.35,3,13133,1
543481,68,103.1,19,14606,1
543482,32,133.35,8,17881,1
543483,36,78.62,5,18075,1
543484,301,455.02,27,12721,1
543485,27,118.95,8,15843,1
543486,185,510.07,27,13319,1
543487,84,197.0,11,13319,1
543492,160,168.9,13,12720,1
543507,172,371.6,24,15039,1
543518,2962,5735.24,48,12753,-1
543519,372,691.36,20,17083,1
543520,6,29.700000000000003,1,15827,1
543523,30,38.1,3,12971,1
543527,116,314.09999999999997,11,15970,1
543529,35,178.15,9,18109,1
543534,266,309.06,13,13590,1
543535,370,630.7,60,17537,1
543537,11,84.3,5,12401,1
543538,158,401.5,25,16143,1
543539,61,148.4,11,17757,1
543540,92,141.36,8,17412,1
543541,287,762.11,40,12462,1
543542,256,231.91,14,16607,1
543543,113,205.48,36,17843,1
543547,45,119.15,17,17358,1
543548,189,330.79,20,13706,1
543549,4752,1045.44,5,17940,-1
543550,51,113.10000000000001,6,12601,1
543553,295,209.25,14,16359,1
543554,168,493.5,12,14733,1
543555,616,1592.61,68,17686,1
543565,130,470.36,17,14431,1
543586,112,198.8,13,15809,1
543587,177,238.85,16,12561,1
543588,780,1127.52,5,17381,1
543589,200,191.0,2,17381,1
543590,144,216.57999999999998,19,17377,1
543591,64,310.5,5,13854,1
543592,106,263.8,14,17243,1
543593,186,597.3,7,14465,1
543594,496,852.9200000000001,19,18093,1
543595,217,320.52,3,16027,1
543596,59,168.35,9,14898,1
543597,274,801.6,34,12857,1
543598,212,464.82,18,18230,1
543600,95,194.35,25,18168,1
543601,14,62.6,4,14560,1
543602,34,116.85,14,15570,1
543604,147,264.03,18,16558,1
543610,199,302.7,21,16425,1
543612,68,384.6,2,16711,1
543618,53,160.15,8,13468,1
543619,370,520.5699999999999,30,16842,1
543622,25,10.5,1,17334,1
543623,184,160.4,2,16405,1
543625,454,321.56,13,12583,1
543626,124,343.92,19,15796,1
543630,71,121.28,9,15046,1
543631,344,511.0,78,14081,1
543639,60,101.34,17,16725,1
543641,98,197.94,14,14555,1
543642,50,85.86,19,16161,1
543645,46,107.65,18,17609,1
543646,54,116.80000000000001,11,17790,1
543647,66,106.8,17,12841,1
543648,179,259.05,17,15114,1
543649,84,610.2,2,17809,1
543650,56,790.8,2,12980,1
543651,272,335.3,19,16306,1
543652,405,479.48,34,15544,1
543653,188,354.11,63,14796,1
543657,106,333.2,10,15133,1
543658,339,425.05,12,13819,1
543664,88,136.3,10,17705,1
543668,24,133.0,16,18118,1
543669,2400,2256.0,1,16029,-1
543670,144,468.0,2,16013,1
543672,72,306.0,1,16013,1
543673,80,554.4,2,16013,1
543674,316,1252.2,3,16013,1
543675,150,382.5,1,16013,1
543688,50,330.8,2,15270,1
543691,48,223.2,1,17924,1
543693,64,128.8,2,12897,1
543730,90,112.5,4,16928,1
543731,422,612.25,14,17677,1
543733,262,231.51,14,12395,1
543734,373,494.51000000000005,23,17512,1
543735,228,514.56,10,16191,1
543736,264,610.5500000000001,30,15044,1
543737,639,2355.9500000000003,52,12477,1
543738,72,76.32000000000001,1,13094,1
543739,96,137.9,12,15550,1
543740,278,350.82,23,15311,1
543746,85,324.25,11,17675,1
543747,38,124.26,3,13672,1
543748,112,313.8,7,12913,1
543754,139,530.15,23,18159,1
543759,252,377.48,12,12921,1
543770,302,340.65,24,13875,1
543774,730,1078.9,20,15856,1
543777,130,252.29,42,15406,1
543788,2,2.42,2,15061,1
543797,56,278.65,9,15465,1
543798,86,178.75,14,15058,1
543799,40,119.76,5,17236,1
543800,617,741.85,78,17282,1
543801,52,210.7,9,17811,1
543802,155,526.1,64,13742,1
543803,184,302.67,57,17126,1
543804,211,401.0,25,16434,1
543805,69,131.4,18,17050,1
543806,114,233.96,31,17085,1
543807,61,121.25,12,14692,1
543808,77,132.25,29,17454,1
543809,91,230.81,18,17095,1
543810,53,140.35,23,13171,1
543812,147,252.51,59,17472,1
543813,15,76.75,7,16897,1
543814,382,981.9,24,15640,1
543815,75,112.46,36,17255,1
543816,55,104.33,21,17841,1
543820,216,436.18,38,16084,1
543821,483,928.05,53,17667,1
543822,219,446.16,13,12507,1
543823,192,540.0,4,17937,1
543824,160,309.5,12,14631,1
543825,68,421.8,7,16098,1
543828,939,2024.57,76,14156,1
543829,1536,3376.08,15,12939,1
543831,1948,3257.4,10,15769,-1
543832,267,416.11,24,13381,1
543833,47,160.2,8,12476,1
543836,269,321.05,15,15236,1
543839,30,103.7,3,17811,1
543842,1056,1119.36,1,16333,1
543852,724,1165.96,9,14258,1
543900,412,642.29,30,12621,1
543901,28,115.0,6,17659,1
543907,62,105.57,18,17346,1
543908,114,405.30000000000007,3,16422,1
543910,222,317.12,23,13475,1
543911,496,889.24,30,17829,1
543912,178,379.74,5,16701,1
543913,61,151.68,17,17591,1
543914,46,109.5,9,14715,1
543915,375,298.05,21,13717,1
543919,190,197.82,11,13157,1
543921,122,223.74,15,13911,1
543923,66,187.50000000000003,8,14644,1
543924,27,101.45,21,16904,1
543934,64,102.9,8,12993,1
543935,136,901.6,7,12989,1
543973,178,284.35,42,17571,1
543975,127,316.89,42,17231,1
543976,664,1380.4,4,13089,1
543977,305,710.31,25,15615,1
543978,475,424.15999999999997,60,12867,1
543979,57,169.44,39,14606,1
543981,263,367.76,26,15358,1
543982,111,281.8,12,15358,1
543983,93,347.15,11,16979,1
543984,432,549.04,29,15601,1
543986,3,3.75,1,16738,1
543987,147,383.59999999999997,9,14849,1
543988,6,17.700000000000003,1,14849,1
543989,8384,14022.92,69,12415,-1
543990,236,397.04,24,15122,1
543991,1700,615.0,3,13848,1
543993,178,305.46,18,17612,1
543994,1280,1696.4,4,12931,1
543995,442,793.5,12,13408,1
543996,181,458.53000000000003,26,15811,1
543997,199,160.15,36,17348,1
543998,228,264.6,4,18093,1
544035,190,821.1,21,13893,1
544036,18,188.7,2,17315,1
544037,531,920.33,51,14961,1
544039,31,211.0,3,14744,1
544040,94,257.97,49,14701,1
544041,180,375.56,17,17730,1
544042,29,91.2,15,14527,1
544043,1,12.75,1,14527,1
544044,44,181.8,14,14659,1
544045,336,1023.8400000000001,8,13941,1
544051,266,433.0,27,16700,1
544055,168,301.6,11,14035,1
544056,202,287.74,19,13004,1
544058,76,230.15,16,14176,1
544059,52,120.16,18,14534,1
544060,61,156.0,15,13623,1
544061,24,66.0,2,14176,1
544062,430,784.74,27,15311,1
544064,22,127.95,19,17114,1
544065,104,262.44,17,14346,1
544066,90,181.5,5,12971,1
544067,143,269.59,20,16431,1
544068,61,74.34,20,16431,1
544069,98,255.60000000000002,11,12616,1
544070,242,570.02,28,15370,1
544071,382,570.76,30,16317,1
544073,935,1784.71,10,14935,1
544074,470,856.26,109,14156,1
544075,1932,3506.2400000000002,23,14156,-1
544076,60,75.0,2,16407,1
544077,175,241.34,30,14825,1
544078,48,122.4,1,16073,1
544079,100,165.0,1,14477,1
544081,264,856.0,13,17819,1
544083,125,303.57,10,15606,1
544084,40,89.2,5,14760,1
544087,200,344.69,69,17530,1
544090,112,210.2,11,13880,1
544091,122,175.5,10,14897,1
544092,62,77.5,6,17512,1
544093,144,363.36,7,13750,1
544094,250,377.32,26,15810,1
544095,64,363.70000000000005,13,16509,1
544096,54,142.4,7,14386,1
544097,1522,1683.9,41,12455,1
544098,396,1129.35,32,16019,1
544100,108,254.44,19,15002,1
544101,109,142.85,10,16378,1
544102,86,255.66,14,14665,1
544103,15,20.38,11,17961,1
544104,32,81.6,1,14665,1
544105,210,424.85,24,17567,1
544106,371,698.26,43,14530,1
544107,91,173.05,12,15670,1
544108,286,779.1,16,12653,1
544109,90,112.45,10,12841,1
544110,57,184.18,29,15059,1
544111,275,891.35,22,16126,1
544112,160,375.78,28,15039,1
544115,777,919.66,48,12727,1
544125,268,285.24,3,13199,1
544129,135,434.6,6,13199,1
544143,20,87.8,2,15759,1
544147,12,10.82,3,16306,1
544150,15,119.15,7,14180,1
544151,80,196.87,13,15024,1
544152,2400,144.0,1,14609,1
544153,116,254.19,40,15356,1
544154,600,390.0,1,13414,1
544155,40,306.0,1,12823,1
544156,98,296.5,15,12352,1
544157,224,399.22,20,12372,1
544158,64,132.60000000000002,6,14944,1
544159,284,621.69,22,14944,1
544160,675,826.53,47,16494,1
544161,233,398.79,22,16875,1
544162,138,178.66,22,14959,1
544163,18,37.5,2,16875,1
544164,762,601.94,6,17306,1
544165,102,308.78000000000003,16,14210,1
544166,50,337.5,4,14051,1
544167,134,506.02,27,14755,1
544168,144,314.4,2,13798,1
544169,129,348.57,13,13078,1
544170,72,76.32000000000001,1,16148,1
544176,45,94.31,6,18219,1
544177,945,1853.52,86,13001,1
544178,105,388.05,6,14543,1
544179,219,321.25,17,17422,1
544180,280,233.42000000000002,8,14309,1
544181,332,519.08,27,17175,1
544182,112,328.4,15,18257,1
544183,524,786.84,3,17857,1
544185,141,149.46,1,16684,1
544187,211,257.85,15,14107,1
544189,36,133.0,8,15867,1
544190,239,193.01,15,13089,1
544191,367,772.8000000000001,30,13089,1
544192,6,17.700000000000003,1,13089,1
544193,279,640.1,37,12431,1
544194,346,597.58,12,16839,1
544195,146,152.7,6,13305,1
544196,102,202.9,5,13327,1
544197,26,105.5,3,12971,1
544198,36,84.0,3,12971,1
544199,144,244.68,6,13777,1
544200,116,250.0,16,12494,1
544203,229,479.1,27,12362,1
544209,61,235.79,12,16235,1
544210,87,281.12,14,14911,1
544211,166,331.2,18,13018,1
544271,190,304.65999999999997,14,17083,1
544277,135,114.05000000000001,7,13718,1
544278,910,1019.42,65,15382,1
544280,173,228.27,15,14754,1
544281,303,373.98,5,12500,1
544282,318,655.28,19,17865,1
544283,887,1131.46,16,13668,1
544286,363,1257.8700000000001,73,13151,1
544292,326,304.65,27,16745,1
544293,759,326.39,60,17954,1
544294,368,570.88,36,15601,1
544295,1206,1097.58,58,14298,1
544296,196,55.44,2,14298,1
544297,20,46.2,2,14298,1
544298,646,790.86,21,14298,1
544299,326,414.0,25,13178,1
544301,76,147.33,24,14606,1
544302,77,166.6,11,12654,1
544303,57,161.95,41,18116,1
544304,113,175.75,42,18125,1
544305,48,205.5,13,15044,1
544306,172,278.1,13,13085,1
544307,384,161.28,16,15903,1
544308,130,347.1,4,16525,1
544309,557,928.58,29,15785,1
544311,91,175.04,49,17841,1
544312,3,8.25,2,17841,1
544313,212,200.59,17,14099,1
544314,175,277.81,14,13767,1
544315,19,23.95,14,12748,1
544316,362,640.14,43,16556,1
544317,38,152.65,8,18138,1
544319,128,110.98,17,14379,1
544320,480,57.6,1,17381,1
544322,156,145.2,5,14211,1
544328,34,100.5,4,14371,1
544329,60,53.4,3,17288,1
544330,122,147.2,22,17576,1
544331,1,15.0,1,12455,1
544332,238,333.0,14,17419,1
544334,24,118.8,1,16353,1
544335,31,101.25,13,14702,1
544336,110,145.57999999999998,25,13230,1
544337,282,401.57,27,13425,1
544338,149,311.55,17,12852,1
544339,751,904.85,32,15228,1
544340,108,152.4,5,12527,1
544341,165,377.27000000000004,19,13012,1
544349,146,398.22,14,16713,1
544350,12,96.9,2,17389,1
544351,500,825.0,4,16182,1
544352,149,298.73,15,15290,1
544353,60,359.79999999999995,5,18229,1
544354,64,77.28,6,13489,1
544355,753,968.3,53,12714,1
544356,223,201.12,17,13904,1
544368,493,623.78,57,14057,1
544390,61,162.7,10,14911,1
544391,198,314.68,19,15755,1
544392,1223,2807.31,22,14680,1
544393,151,214.04999999999998,32,16393,1
544394,72,307.4,16,13932,1
544395,103,301.85,7,13397,1
544398,321,518.2,24,15311,1
544399,111,256.0,13,12594,1
544400,1090,1092.43,12,14101,1
544404,122,177.9,5,16401,1
544405,50,179.6,11,16814,1
544406,310,413.22,49,16726,1
544407,1,15.0,1,14606,1
544408,106,61.0,8,16726,1
544409,328,799.38,35,16265,1
544411,186,341.7,16,13799,1
544412,193,245.91,17,16531,1
544421,140,212.56,12,13951,1
544423,15,6.3,1,12553,1
544426,4,34.0,1,16765,1
544430,2,5.1,1,16306,1
544439,398,358.8,3,13798,1
544440,80,645.56,4,15465,1
544441,14,94.89999999999999,2,16566,1
544443,16,136.0,1,13725,1
544444,361,400.45,23,13246,1
544445,200,560.15,54,16746,1
544446,100,42.0,1,12891,1
544447,65,111.67000000000002,14,16466,1
544448,58,111.88,17,14878,1
544449,77,138.83,24,16115,1
544450,497,1271.55,96,17811,1
544452,110,177.68,13,14162,1
544453,51,149.55,18,17214,1
544454,95,173.91,20,13301,1
544455,288,589.11,46,13097,1
544456,216,542.15,11,14803,1
544457,160,333.6,12,14667,1
544459,490,752.14,33,17838,1
544460,218,302.37,67,16931,1
544461,995,893.16,44,13744,1
544462,259,540.94,62,17050,1
544463,136,535.32,75,12988,1
544464,119,141.69,31,17323,1
544465,146,209.05,23,13168,1
544466,97,113.85,24,14606,1
544467,107,298.38,70,14502,1
544470,256,603.42,33,12707,1
544471,264,504.72,16,18094,1
544472,117,355.40000000000003,14,15129,1
544473,108,305.15999999999997,6,14229,1
544474,194,192.31,15,12423,1
544475,12,45.0,1,17361,1
544476,240,328.88,68,14796,1
544477,336,567.8399999999999,5,16029,1
544478,216,399.6,1,16333,1
544479,8174,11956.1,76,14646,-1
544480,4034,6323.38,43,14646,-1
544481,91,113.93,8,18155,1
544482,616,659.28,7,16656,1
544483,271,525.34,12,12524,1
544484,545,1159.47,38,15321,1
544485,76,146.8,20,17757,1
544495,454,973.6500000000001,43,12766,1
544556,120,185.4,12,13477,1
544565,126,306.0,17,18055,1
544568,548,773.66,48,15065,1
544569,418,732.36,67,16980,1
544571,914,834.22,63,15146,1
544572,239,558.59,29,14639,1
544573,520,892.95,22,12621,1
544574,173,320.69,21,12365,1
544578,1,320.69,1,12365,1
544582,140,250.24,8,13410,1
544585,78,143.4,8,12523,1
544586,480,1117.8,110,17338,1
544591,429,560.47,33,13044,1
544592,26,171.04999999999998,10,16775,1
544596,110,211.0,12,16441,1
544597,106,262.93,58,16014,1
544600,17,108.15,2,18061,1
544601,376,528.27,32,16638,1
544602,198,437.9,11,13767,1
544603,96,634.1999999999999,4,17526,1
544604,144,364.32,2,13576,1
544605,144,79.2,1,17512,1
544606,100,165.0,1,14520,1
544607,169,253.75,15,13862,1
544610,140,350.1,15,16912,1
544611,72,30.240000000000002,3,16912,1
544612,3906,3202.92,1,18087,-1
544633,116,131.8,5,17315,1
544634,189,307.25,43,17994,1
544636,12,35.400000000000006,1,18257,1
544637,393,487.75,19,16546,1
544638,252,325.42,12,14688,1
544642,50,139.8,13,17811,1
544643,186,395.1,15,13038,1
544644,266,513.06,17,17002,1
544645,560,1240.4,28,16843,1
544646,105,373.74,28,17075,1
544647,474,402.66,16,14060,1
544648,112,324.05,10,15722,1
544650,9,53.5,9,16349,1
544651,1740,1972.7,23,13694,1
544652,360,479.76,5,13694,1
544654,82,113.44,8,16913,1
544656,302,440.83,28,17442,1
544657,964,2346.34,118,14895,-1
544658,128,425.91999999999996,11,13113,1
544659,55,220.1,28,18114,1
544660,299,590.03,36,15078,1
544661,248,574.02,31,15303,1
544662,21,65.09,21,12845,1
544663,164,426.6,16,18188,1
544664,438,664.45,43,16045,1
544666,69,250.68,29,16907,1
544667,2874,3336.76,34,17511,-1
544668,111,292.63,16,16573,1
544670,64,181.13,27,16161,1
544672,2940,3211.7,44,14646,-1
544673,495,825.04,64,13421,1
544675,97,116.09,11,16011,1
544676,116,141.48,40,17841,1
544677,241,450.78,78,18196,1
544678,296,254.12,44,13077,1
544680,8,9.6,4,13077,1
544685,594,666.89,52,13285,1
544686,4,7.8,4,12748,1
544687,134,212.52,20,13184,1
544688,111,312.55,17,18151,1
544689,54,432.9,2,12980,1
544690,668,1480.2,15,14156,1
544691,417,723.63,41,13804,1
544692,711,622.88,40,17499,1
544693,20,94.0,6,15397,1
544694,202,411.02,24,17706,1
544695,216,341.2,19,14276,1
544697,76,185.0,8,13453,1
544698,360,259.2,1,17949,1
544699,240,172.79999999999998,1,17949,1
544700,211,271.68,17,18041,1
544701,262,618.89,19,17428,1
544702,198,284.97,12,17135,1
544717,394,649.02,31,18172,1
544724,65,182.75,7,15605,1
544749,37,151.55,16,15373,1
544754,365,312.41,26,16394,1
544769,252,417.96,5,16422,1
544774,107,220.53000000000003,13,17711,1
544777,553,726.83,24,15311,1
544778,144,452.91,66,14978,1
544779,42,123.30000000000001,7,13865,1
544788,553,354.56,36,13089,1
544789,98,499.70000000000005,20,13993,1
544790,549,757.68,82,16940,1
544791,148,322.24,19,14289,1
544792,346,1329.3600000000001,28,18172,1
544793,1152,218.88,1,13694,1
544794,84,385.46000000000004,4,13854,1
544795,526,432.29,58,15858,1
544796,243,497.59000000000003,40,16208,1
544797,288,158.4,1,13489,1
544798,73,187.65,11,17063,1
544799,112,131.72,9,17063,1
544800,97,299.95,17,15687,1
544801,193,310.08000000000004,18,16145,1
544802,276,376.74,18,13149,1
544803,59,114.07,31,14606,1
544804,176,346.28,9,17504,1
544805,6,101.7,1,18068,1
544806,169,317.73,16,15932,1
544807,30,229.5,1,12823,1
544808,60,171.85,23,14562,1
544809,1,8.5,1,16692,1
544810,203,635.41,18,17675,1
544811,201,388.3,14,12471,1
544813,43,104.95,11,15984,1
544815,185,224.91,16,17171,1
544816,192,485.03999999999996,6,13090,1
544817,266,344.0,17,12437,1
544818,96,95.76,4,12437,1
544819,34,69.59,11,12748,1
544821,64,109.0,2,12971,1
544822,180,291.0,10,18231,1
544823,382,900.02,29,14004,1
544824,894,2639.38,131,17139,-1
544825,78,305.7,9,15606,1
544826,7,18.75,7,14513,1
544833,388,769.24,32,15974,1
544835,48,188.5,11,17830,1
544836,175,310.71000000000004,15,17613,1
544837,141,161.41,36,15910,1
544838,80,145.92000000000002,9,12565,1
544839,355,596.79,32,14841,1
544846,133,169.32999999999998,19,16719,1
544847,33,101.19,5,16086,1
544885,100,339.4,20,14243,1
544886,141,205.16,12,12582,1
544887,339,504.56,67,17364,1
544888,117,308.95,19,14231,1
544892,16,77.95,9,14527,1
544893,566,596.24,34,17865,1
544894,362,553.76,36,15805,1
544895,121,214.71,14,14189,1
544896,2,25.5,1,17867,1
544898,66,129.2,8,14880,1
544899,97,190.93,14,13118,1
544900,125,295.15,18,15121,1
544903,139,405.03000000000003,23,18065,1
544904,107,311.25,19,13018,1
544905,68,116.2,9,17117,1
544906,308,528.32,15,17017,1
544907,165,462.95,23,12945,1
544908,211,363.65,19,18056,1
544909,1814,1991.26,38,14298,1
544910,140,584.3199999999999,23,16072,1
544911,93,392.12,14,16838,1
544912,302,303.22,9,18198,1
544913,86,127.86,26,15543,1
544914,229,314.36,15,16722,1
544915,90,179.04,5,13777,1
544916,89,132.17000000000002,19,17377,1
544917,152,296.25,9,13751,1
544918,561,836.24,49,13081,1
544919,98,147.3,10,13725,1
544920,221,736.95,24,13081,1
544921,208,400.8,11,17090,1
544922,348,180.68,9,15847,1
544923,16,79.2,1,12877,1
544924,150,246.32000000000002,17,13851,1
544925,120,234.0,4,16997,1
544926,32,105.2,6,13468,1
544929,100,310.92,3,15189,1
544930,146,198.51,50,17472,1
544931,560,1340.32,52,13501,1
544932,144,307.2,11,16133,1
544933,589,1012.8199999999999,34,12633,1
544934,141,389.5,20,13345,1
544935,384,544.03,34,13870,1
544936,204,1295.4,1,15769,1
544937,212,351.56,20,12839,1
544939,98,141.79999999999998,6,17034,1
544940,334,455.28,29,16592,1
544941,120,169.94,11,12841,1
544942,304,365.1,24,15544,1
544943,358,929.22,27,15845,1
544944,96,292.40000000000003,16,14541,1
544945,508,847.38,48,17735,1
544968,350,676.9200000000001,21,13458,1
544969,109,299.8,18,15712,1
544970,336,812.7,52,13362,1
544996,124,287.58000000000004,13,12474,1
544998,138,297.64,35,14470,1
544999,360,381.6,1,17388,1
545000,85,234.15,12,15281,1
545001,230,317.38,22,16841,1
545002,220,278.28,5,13001,1
545004,512,741.26,35,13753,1
545011,13,43.650000000000006,7,13666,1
545012,24,20.4,1,13666,1
545013,283,467.52,17,13093,1
545014,211,502.85,27,18223,1
545015,51,176.05,10,13742,1
545016,67,68.4,5,16473,1
545017,91,189.9,10,12361,1
545018,234,302.86,12,14481,1
545019,813,759.08,29,15093,1
545020,28,74.60000000000001,4,13792,1
545021,179,371.39,19,17663,1
545022,229,522.75,30,12921,1
545023,552,678.15,41,12921,1
545026,204,247.8,4,15939,1
545028,109,264.7,11,13973,1
545029,20,69.0,2,14541,1
545030,396,532.72,5,13798,1
545031,171,401.37,23,15990,1
545032,100,476.8,7,14051,1
545034,66,179.35,4,13493,1
545035,202,430.26,18,15078,1
545036,40,169.15,28,14573,1
545037,66,386.90000000000003,21,14532,1
545038,39,67.23,29,13684,1
545039,153,373.65,19,17243,1
545041,209,524.95,16,14952,1
545042,190,845.1,8,13261,1
545043,79,202.1,20,16407,1
545044,204,333.92,14,15738,1
545045,256,644.75,55,15708,1
545046,73,145.05,10,16598,1
545047,40,182.8,2,14147,1
545048,87,180.65,24,14810,1
545049,101,109.85,6,15046,1
545050,174,375.17,22,15951,1
545051,71,110.6,5,12599,1
545052,260,333.48,16,13971,1
545053,211,321.23,60,17516,1
545054,291,402.47,61,14472,1
545055,4,6.6,1,17516,1
545056,505,486.65000000000003,22,16745,1
545057,140,299.14,13,13630,1
545058,169,317.87,12,13767,1
545059,199,277.17,36,14157,1
545060,270,406.74,60,15547,1
545061,1,14.95,1,15547,1
545062,102,275.25,64,12748,1
545063,47,134.72,36,14606,1
545064,65,154.5,11,13636,1
545065,217,412.55,10,12431,1
545066,107,239.17000000000002,38,13610,1
545067,64,258.4,28,17894,1
545069,188,240.60000000000002,7,14745,1
545070,168,240.0,8,16493,1
545071,120,222.29,31,15996,1
545072,346,549.26,15,12781,1
545073,268,626.65,38,14036,1
545074,278,306.70000000000005,12,17655,1
545075,168,319.9,20,14211,1
545076,147,147.9,9,15235,1
545077,24,10.08,1,14616,1
545079,59,102.89999999999999,29,18283,1
545080,301,301.91,24,13004,1
545081,217,683.98,40,16057,1
545082,228,421.6,26,16992,1
545083,31,103.65,5,15724,1
545084,270,441.92,19,12458,1
545085,444,928.08,64,15039,1
545086,214,353.43,13,12678,1
545087,467,513.45,8,16422,1
545103,2,11.9,1,15039,1
545105,316,720.86,26,12598,1
545140,15,149.95,3,12464,1
545148,204,308.44,15,13675,1
545149,101,251.9,13,15062,1
545150,385,736.7,46,14227,1
545151,84,50.76,3,16668,1
545152,208,306.84000000000003,14,15227,1
545153,78,203.35,20,16667,1
545154,206,425.5,27,12921,1
545155,20,122.0,11,14527,1
545156,260,209.32,12,13509,1
545157,150,205.38,12,14239,1
545158,52,584.35,5,15874,1
545159,17,13.05,4,12748,1
545161,124,195.0,9,16187,1
545162,247,480.90000000000003,22,16187,1
545163,139,216.04999999999998,13,16607,1
545164,98,173.70000000000002,11,16458,1
545165,23,109.95,17,16339,1
545166,88,239.13,38,17027,1
545170,34,170.04999999999998,7,14078,1
545180,73,200.72,12,12728,1
545181,55,176.5,7,12509,1
545182,460,154.99,14,14046,1
545183,100,314.90000000000003,18,15570,1
545184,133,249.57,14,13292,1
545185,144,79.2,1,16027,1
545186,114,229.9,47,17841,1
545187,84,109.8,4,16427,1
545188,372,598.96,115,14056,1
545190,89,242.95000000000002,15,15656,1
545191,104,240.25,14,12811,1
545213,124,190.7,11,16518,1
545214,100,158.68,10,17165,1
545218,155,463.40999999999997,14,17462,1
545220,73,235.35,15,14620,1
545221,260,521.1,30,14740,1
545222,94,200.10000000000002,9,13880,1
545223,4,34.0,1,16462,1
545224,86,182.7,11,17068,1
545225,136,161.8,3,12971,1
545226,852,1943.4,95,12428,-1
545227,1273,2474.62,98,12428,-1
545228,16,79.2,1,16078,1
545229,18,54.300000000000004,3,16915,1
545231,255,307.62,12,15194,1
545232,555,897.8,61,15676,1
545233,100,72.12,10,18044,1
545234,109,256.85,12,18075,1
545235,247,352.2,17,12683,1
545237,121,133.25,6,15709,1
545238,434,395.33,28,15241,1
545276,65,110.75,7,12933,1
545279,53,122.5,7,17811,1
545287,60,117.0,1,15971,1
545288,1003,1390.06,33,15311,1
545289,242,470.88,30,14732,1
545290,114,210.3,17,14688,1
545294,298,313.58,33,17965,1
545295,384,762.5,14,12709,1
545300,116,323.16,19,15092,1
545301,333,794.0600000000001,42,12679,1
545302,107,297.16,38,14506,1
545303,175,204.5,16,15319,1
545304,151,498.15000000000003,30,16212,1
545305,46,317.15,7,15257,1
545306,6,13.2,2,17027,1
545308,40,133.11,29,14656,1
545309,49,138.15,7,13884,1
545310,21,17.67,5,15456,1
545311,108,155.0,9,15660,1
545312,205,186.33,28,15456,1
545313,135,242.03,10,15953,1
545314,171,559.12,26,12866,1
545318,504,556.32,11,14676,1
545319,152,412.32,4,16839,1
545320,669,2541.15,6,14156,1
545321,146,310.78,12,12747,1
545322,349,580.57,15,13599,1
545323,26,144.35,5,12352,1
545324,68,268.6,27,13110,1
545325,322,329.34,4,16525,1
545326,5,34.75,2,14560,1
545327,216,417.2,39,13166,1
545328,59,119.65,6,16389,1
545331,2,2.5,1,17961,1
545332,3,840.3,1,12352,1
545334,257,272.05,44,15750,1
545336,2,551.2,1,12428,1
545337,123,234.35,30,15984,1
545338,156,338.34,50,17449,1
545339,228,463.0,19,14292,1
545340,786,1375.24,69,15416,1
545341,150,1642.5,1,17949,1
545342,109,194.55,10,13497,1
545343,62,162.3,10,15733,1
545344,182,312.18,18,16678,1
545345,41,382.1,16,14180,1
545346,110,312.38,18,12834,1
545347,72,76.32000000000001,1,13094,1
545348,87,134.97,4,12913,1
545349,146,172.6,34,18118,1
545377,62,122.07,37,14606,1
545398,958,1463.47,46,13722,1
545399,459,828.84,39,14934,1
545400,281,501.99,23,17048,1
545408,335,848.05,35,15067,1
545410,371,615.33,40,16670,1
545411,174,388.3,20,16128,1
545412,203,597.8100000000001,7,15061,1
545413,750,255.0,3,15061,1
545414,24,838.8000000000001,1,12980,1
