Description,6 RIBBONS RUSTIC CHARM,60 CAKE CASES VINTAGE CHRISTMAS,60 TEATIME FAIRY CAKE CASES,72 SWEETHEART FAIRY CAKE CASES,AGED GLASS SILVER T-LIGHT HOLDER,ANTIQUE SILVER TEA GLASS ETCHED,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN,"ASSORTED FLOWER COLOUR ""LEIS""",ASSTD DESIGN BUBBLE GUM RING,BAG 250g SWIRLY MARBLES,BLACK AND WHITE PAISLEY FLOWER MUG,BLACK RECORD COVER FRAME,BOX OF 24 COCKTAIL PARASOLS,BOYS ALPHABET IRON ON PATCHES,BROCADE RING PURSE ,COLOUR GLASS T-LIGHT HOLDER HANGING,COOK WITH WINE METAL SIGN ,CREAM HEART CARD HOLDER,DISCO BALL CHRISTMAS DECORATION,DOLLY GIRL LUNCH BOX,FANCY FONTS BIRTHDAY WRAP,GIN + TONIC DIET METAL SIGN,GIRLS ALPHABET IRON ON PATCHES ,GRAND CHOCOLATECANDLE,GROW A FLYTRAP OR SUNFLOWER IN TIN,HAND OVER THE CHOCOLATE   SIGN ,HANGING HEART JAR T-LIGHT HOLDER,HANGING HEART ZINC T-LIGHT HOLDER,HANGING JAM JAR T-LIGHT HOLDER,HEART FILIGREE DOVE  SMALL,HEART OF WICKER LARGE,HEART OF WICKER SMALL,JAM MAKING SET PRINTED,JUMBO  BAG BAROQUE BLACK WHITE,JUMBO BAG OWLS,JUMBO BAG PINK POLKADOT,JUMBO BAG PINK VINTAGE PAISLEY,JUMBO BAG RED RETROSPOT,JUMBO BAG SPACEBOY DESIGN,JUMBO BAG STRAWBERRY,JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO STORAGE BAG SUKI,LUNCH BAG  BLACK SKULL.,LUNCH BAG CARS BLUE,LUNCH BAG RED RETROSPOT,LUNCH BAG RED SPOTTY,LUNCH BAG SPACEBOY DESIGN ,LUNCH BAG WOODLAND,LUNCH BOX I LOVE LONDON,MEDIUM CERAMIC TOP STORAGE JAR,MINI PAINT SET VINTAGE ,MULTI COLOUR SILVER T-LIGHT HOLDER,PACK OF 12 HEARTS DESIGN TISSUES ,PACK OF 12 LONDON TISSUES ,PACK OF 12 PINK PAISLEY TISSUES ,PACK OF 12 RED SPOTTY TISSUES ,PACK OF 12 SUKI TISSUES ,PACK OF 12 TRADITIONAL CRAYONS,PACK OF 12 WOODLAND TISSUES ,PACK OF 6 BIRDY GIFT TAGS,PACK OF 60 DINOSAUR CAKE CASES,PACK OF 60 PINK PAISLEY CAKE CASES,PACK OF 60 SPACEBOY CAKE CASES,PACK OF 72 RETRO SPOT CAKE CASES,PACK OF 72 RETROSPOT CAKE CASES,PACK OF 72 SKULL CAKE CASES,PAPER CHAIN KIT 50'S CHRISTMAS ,PAPER CHAIN KIT VINTAGE CHRISTMAS,"PAPER CRAFT , LITTLE BIRDIE",PARTY BUNTING,PINK BLUE FELT CRAFT TRINKET BOX,PINK CREAM FELT CRAFT TRINKET BOX ,PLACE SETTING WHITE HEART,PLEASE ONE PERSON METAL SIGN,POPCORN HOLDER,RABBIT NIGHT LIGHT,RED  HARMONICA IN BOX ,RED HANGING HEART T-LIGHT HOLDER,RED TOADSTOOL LED NIGHT LIGHT,REGENCY CAKESTAND 3 TIER,ROTATING SILVER ANGELS T-LIGHT HLDR,SET/6 FRUIT SALAD PAPER CUPS,SET/6 RED SPOTTY PAPER CUPS,SET/6 RED SPOTTY PAPER PLATES,SINGLE HEART ZINC T-LIGHT HOLDER,SMALL CHINESE STYLE SCISSOR,SMALL POPCORN HOLDER,SPACEBOY BIRTHDAY CARD,SPACEBOY LUNCH BOX ,STRAWBERRY CERAMIC TRINKET BOX,SWEETHEART CERAMIC TRINKET BOX,VICTORIAN GLASS HANGING T-LIGHT,VINTAGE HEADS AND TAILS CARD GAME ,VINTAGE SNAP CARDS,WHITE HANGING HEART T-LIGHT HOLDER,WOODLAND CHARLOTTE BAG,WORLD WAR 2 GLIDERS ASSTD DESIGNS,WRAP PINK FAIRY CAKES ,ZINC METAL HEART DECORATION
RABBIT NIGHT LIGHT,0.4667199285127301,0.15242535536769558,0.13960391286452492,0.13244266714070072,0.0029358770934473596,0.015875178808423502,0.17497373118397608,0.023092802895613183,0.05685008686911139,0.0031157639815443863,0.0015976167653691702,1.7038930793178441e-06,0.00914636225120705,0.030289545499723902,0.0005413604761593621,0.0004082330748965099,0.1689361071195729,0.002420445081443733,0.0029654064085359567,0.010078781266482036,0.7686203845590363,0.007943498892497475,0.0017783980090511316,0.00036777182745723405,0.0051602764980612295,0.0015992056441722733,0.009536204412707196,0.12930692980719163,0.5236124603220578,0.01231205731511668,0.6783512957027655,0.019289165035241296,0.03216433439188437,0.34688644769297367,0.03922244013586593,0.13885117867651978,0.12058930016106945,0.21986462179902874,0.23652769009852573,0.30529660325767255,0.08493971812555551,0.13455799274784783,0.03873879607325451,0.23890484951906507,0.25959198426748714,0.5012611862810804,0.3803090686687507,0.6706097166133869,0.4992389155180547,0.08771963789252206,0.001623772122643448,0.3602710285450696,0.05300763348691424,0.0446646835750485,0.013789000451111791,0.007418312513275063,0.0032909975445759437,0.0006929275861438092,0.5871185213477929,0.015407499107269894,0.2423360752269869,0.13840435310265398,0.06730768725481309,0.5185515851736491,0.17898081438534394,0.46275427643902994,0.13213630972141946,0.054177974197924826,0.06112254265811835,0.0,0.08982703325062329,0.12282118028512982,0.2818880297462471,0.14269478018600398,0.0077694586885670505,0.05376878520250243,0.9999999999999999,0.05804083884898503,0.004073585664481621,0.7295732737725822,0.15245414972308438,0.009516427760468663,0.016933797207110884,0.22657227372252162,0.22847376819197152,0.6567459170721011,0.00017549141530310975,0.0632754069056991,0.6966364791708961,0.7559219086072864,0.0063851973960175395,0.006014702307043921,0.019272097334132415,0.15846214870804154,0.00874648906820592,0.29256047350957737,0.6834443435659078,0.0044203798283109766,0.0014603577139314843,0.6430206369283723
RED  HARMONICA IN BOX ,0.0324616648666472,0.09950917532052814,0.03844738961669225,0.03357322979699568,0.002106291210371705,0.0036776420058083677,0.13855324881041306,0.03484477714145239,0.0095093292074976,0.005315040248341006,0.7085593821550789,1.5262454023078228e-06,0.0037643624083300987,0.019501620061637793,0.0010949100426539322,0.0007431302188594834,0.01327185575244744,0.0401035165572056,0.0006965514204023325,0.002800080989099936,0.03151053867939788,0.02324591757824404,0.003013704442790975,0.0007281161912213379,0.0035425231469922588,0.32585729096185034,0.007372771879295497,0.026545274231458787,0.0067527689245882976,0.022017768369600597,0.0034656069587510577,0.002513085766700787,0.0022286133641053734,0.07908158837097182,0.002433124084713396,0.002029902241264468,0.006076089242737331,0.016797440041347082,0.007614551207793322,0.0016387849384561358,0.003431706763692795,0.017506829500813635,0.009210926424987076,0.013202000437090229,0.017338559065631982,0.02944859933567408,0.048073299540448054,0.038674619611811324,0.01460877128089417,0.020929060882517385,0.0007246064295387798,0.10231616265275308,0.004062136921602549,0.004376765393942318,0.003503606435423306,0.008497716150136142,0.006446136334100333,0.004022831650797694,0.052674114608957164,0.004677560717021281,0.008401653069140577,0.021122844161802302,0.04946084111939637,0.061553649253009976,0.05971384536254526,0.039448935749962645,0.007911763941627396,0.6921157765949305,0.09878166566066843,0.0,0.02331977731267302,0.006056270451221754,0.1335641049416949,0.008022836257350821,0.045528105790505854,0.055179943119132886,0.05804083884898503,1.0,0.005729141491179813,0.0766206162769915,0.02381212196490192,0.0014268711062220918,0.002999545509476028,0.3410048952053359,0.2816284711190595,0.002368341935141511,2.6912728425880614e-05,0.07638813195410535,0.025520886814065374,0.03152432897910411,0.007897083015916555,0.007707476054521253,0.0032711010418487478,0.14177275150611962,0.023687646665779324,0.007289572082733907,0.0031058009454494966,0.8652654342957085,0.016766728979266364,0.0024585323807139255
RED HANGING HEART T-LIGHT HOLDER,0.04458882428634919,0.09827063237277817,0.07026771345376173,0.05382226485266498,0.018894759366012218,0.02546518689382874,0.028761401299567124,0.02580161423773806,0.0521193070413702,0.05151721242297791,0.004611019232671798,2.5835068919770284e-06,0.012264282724366318,0.12093324321004552,0.01170344074576718,0.0020441658920951626,0.044155384442552736,0.4367237848351995,0.008609872122000048,0.011979266732298011,0.01409231090728957,0.020945620427756086,0.275264111434332,0.005149192136187918,0.029691591945922087,0.008681295284678451,0.048843716333960716,0.10767837466989724,0.05748735653814925,0.0949717355323918,0.020293132075616418,0.9189201209851572,0.9157374989063172,0.0498674673283641,0.0884119068682512,0.040736854185817004,0.03990941337655241,0.04594425235490786,0.06435716467584544,0.034507777643594924,0.0520961630795113,0.08479731235622835,0.08112975418827496,0.08099610002119033,0.0767504137895925,0.09569281007177564,0.12730134403494325,0.06753994992236009,0.0503305943932223,0.012341878415902077,0.0005389047521172024,0.022837682043989713,0.017401838725232415,0.014589009947371737,0.009011860392218261,0.006818972227016422,0.004126737087573215,0.0068296347246685285,0.06663762964683494,0.0042977250460874495,0.04243440775484181,0.035928099387491565,0.03745539413491881,0.04625113881266719,0.08065016209661949,0.043675743460928215,0.030663379357213298,0.05876552132233089,0.06288916775753946,0.0,0.12255476610442527,0.02533556444336823,0.03057668137038135,0.038497811081359336,0.471371532339747,0.018015074522067877,0.004073585664481621,0.005729141491179813,0.9999999999999998,0.011862083736699124,0.06906502997020825,0.003499744480478349,0.004896999274957721,0.025476212311511138,0.023456928412174893,0.022230153376580804,0.0002103399877680644,0.025526389170686867,0.03571665391568563,0.013048060545232285,0.08914640292356274,0.13314297009250514,0.10795413093437312,0.018966248201842246,0.059642726909690844,0.5642819693219897,0.02505384768975186,0.009082380698001718,0.01918951440089118,0.03138128052391915
RED TOADSTOOL LED NIGHT LIGHT,0.5048638614564703,0.17247191777427914,0.1543066091221144,0.15043980253739064,0.003556015506220229,0.01308738298425068,0.4316429545673549,0.012441903544738134,0.060667840685411145,0.006575835982777025,0.0010780745004878313,4.654747075293556e-07,0.007538883391817679,0.04416677316517414,0.0011662222742104397,0.000537233116831678,0.18792417251290444,0.045649585812777595,0.0029538805261125696,0.008511788430714722,0.8234116849710786,0.037095809456004915,0.00552690103673836,0.0010431555791928656,0.019127828958054514,0.16420495234254562,0.11390211438776959,0.1577495391051542,0.587023558293729,0.010646109060893593,0.7530689243684329,0.02063728152679531,0.03474053300776916,0.4329027378139405,0.1486463092848453,0.19843921449708313,0.1945619809464221,0.3228939161857327,0.3206845191195568,0.34101499383487394,0.1337633584073051,0.17060251751231545,0.13496362041311988,0.2827759027286457,0.302972511665347,0.5513993115634946,0.4340154135877627,0.7036136449845967,0.566589684736821,0.07958534905880034,0.0015600252029841198,0.3232094730738578,0.008263482237455452,0.04775004331850577,0.005182966456349089,0.003878779579898158,0.0029246383908846747,0.0011535701540723847,0.47654852272761916,0.014037856818060359,0.25899108144212885,0.15766001358283727,0.06991566006189626,0.547102643029541,0.2139625776185558,0.5022135516363098,0.15302599053251184,0.06375085821407446,0.046118643535127034,0.0,0.09177889683626665,0.33565714167874844,0.5600568070848375,0.16201403554560637,0.08705392322992903,0.2315858546610022,0.7295732737725822,0.0766206162769915,0.011862083736699124,0.9999999999999998,0.21286655515659042,0.0078056369424500975,0.018191093798157483,0.2002647413555831,0.21853286623449236,0.7387738891657463,2.5720621526679266e-05,0.27175862608072415,0.7642930336012453,0.8062552518657958,0.031987884058658315,0.03073374654241724,0.02130176953591599,0.3809307474419352,0.007018615369361553,0.3599466957247396,0.785443247158351,0.0036282639778726236,0.020425338168332807,0.7218754474338621
REGENCY CAKESTAND 3 TIER,0.27865365143397985,0.4593504237318391,0.13959407477254326,0.10780426929411337,0.015569756612469064,0.61487669542238,0.27035441926254256,0.10857732651680264,0.0715325255451054,0.02929743261832137,0.008745845409318042,0.010276325922920252,0.0368013931945044,0.40828183841353977,0.008799505567901092,0.0018501872151934938,0.10271116550659218,0.19353868473221206,0.008204708880354473,0.046945975573615475,0.2965291921356014,0.3472139994200935,0.03818061677356817,0.005350353954135762,0.019958030301148507,0.011249914404362234,0.04767960375651964,0.22390540720261248,0.21828604782279118,0.5920763607128433,0.17258629439254833,0.029516029418304165,0.045343785199815835,0.21167918064918956,0.03558006865294403,0.045533690576201845,0.049847442479509826,0.1258105388306307,0.09456614404585748,0.09931330382933751,0.05060878589964554,0.11898180322849378,0.0678572492188187,0.09637592078768832,0.13506966753713168,0.18736223543831304,0.1924061214284666,0.22225557380900932,0.1565303868167242,0.45486745896324954,0.0022367286757959417,0.20137564539859995,0.030371975019545312,0.027534627536690087,0.01335555392281852,0.0255879232064907,0.008453671194721487,0.025036770195996982,0.22307030884169254,0.008801001634552493,0.4572282574890191,0.1072109176618125,0.1547606744854779,0.1906148940915846,0.29746501743543285,0.2572138151944305,0.050543936805128684,0.32853304911093717,0.12717307411665468,0.0,0.16632502704527863,0.22694946812800934,0.05230900191514686,0.09560504030907381,0.11514951307682897,0.5421245002111009,0.15245414972308438,0.02381212196490192,0.06906502997020825,0.21286655515659042,1.0000000000000007,0.17384265476877142,0.005958194909443545,0.0728504820657276,0.07058343964186746,0.1697537904212612,0.00021850515339482695,0.4821638857789315,0.2396177088125318,0.3439859220873043,0.08211710263768685,0.05836623064399651,0.13908390582526475,0.04684286152156216,0.10380578415176876,0.16669670558413047,0.3538048665824677,0.015515525382146221,0.6481026246018494,0.1990902699030412
ROTATING SILVER ANGELS T-LIGHT HLDR,0.0072448176549108605,0.05893672812199861,0.004434787174483935,0.0037216494785741704,0.0017708536781822725,0.23368448475524412,0.07670582971144942,0.0050542877720120985,0.00261762729960109,0.00238783356714689,0.000511932133775318,0.0042693026395458425,0.00048278356689407474,0.1277378540339642,0.0002519736445453806,0.7164306697101731,0.004692246575156488,0.004260163630473128,0.0001415496779221458,0.0017996180970381458,0.05007054338158736,0.0027166035312558338,0.0015756054993931433,0.00018573757524576056,0.0010332371647525105,0.0013264639527026144,0.0018799400216763314,0.01225681822632827,0.008892529943602772,0.20514754800470597,0.009692988638240373,0.001908996341362789,0.0019360704736155075,0.007447570671271039,0.005844293828006592,0.004300104535288648,0.2637805956956268,0.004086333972453753,0.37266014452179647,0.005313664309112456,0.2687215177578078,0.01195380256831054,0.022187903173993714,0.007329842322315982,0.007780489126201948,0.01228823192451581,0.010012487237610822,0.012232035232102754,0.00823008032716115,0.1538275495880485,5.6815480283575474e-05,0.037445220259065964,0.002805289522124114,0.0011968904915341937,0.0002558791099606913,0.0003072557256488207,0.00024137401746057472,0.0005151613235405768,0.008908463665581092,0.0003789390434213801,0.14068344691033377,0.003573936447053288,0.002646593148708974,0.007356229584471538,0.04914173598629235,0.03804656602102338,0.0020694417784290152,0.06011672538120813,0.006373820169993724,0.0,0.006744928335589938,0.0018643816443390006,0.0027563317670426623,0.0031498401965830898,0.004737738008855635,0.0008937001660297178,0.009516427760468663,0.0014268711062220918,0.003499744480478349,0.0078056369424500975,0.17384265476877142,1.0,0.0008478656533505833,0.0019374370511143128,0.002260937455246319,0.008355753425807065,1.6589365766095963e-05,0.0028625626795966814,0.008000123563876235,0.06282942427476457,0.003406508585611918,0.058024500483792936,0.0054062689962596595,0.0037372845406881596,0.005356598819473104,0.005668631030775937,0.07822380258312098,0.0007797380629804064,0.18292570759688218,0.008228472832517427
SET/6 FRUIT SALAD PAPER CUPS,0.022691674469128988,0.014623506433250928,0.005511635421289172,0.005825008152032803,0.0006376931897096626,5.322435029991376e-05,0.006548813144933705,0.0039186494942826415,0.010655378597969596,0.008510171328252051,0.0019978903099016725,3.070621960265997e-07,0.0008007391083964305,0.020928431691516168,6.907223169049356e-05,0.0008931993898338053,0.012926138771573595,0.0019483758028044054,0.0007968099217780287,0.014337441299543093,0.020748567198411918,0.000768206282076554,0.0018097970971879655,9.380736587539115e-05,0.0010599094253280665,0.00011232091818344993,0.002387387239983993,0.004563688888837614,0.021638218530186944,0.003317946209681967,0.020724014209745276,0.0013054202442788568,0.0014070147752573239,0.01078508836009735,0.0031341908298454456,0.005249920338604245,0.008882154838845175,0.013187402663904663,0.013898288481051044,0.015655635128795024,0.007822456510962448,0.019716061911309327,0.016252133412386776,0.01080792289470992,0.011105690448434657,0.0212215636894251,0.017339162244698485,0.022076276941766695,0.01556178439872316,0.00396382717451259,2.953905378020089e-05,0.008961795884456005,0.0005480612178709962,0.001838998096440167,0.00020202699629320736,7.013088812085646e-05,0.0007067846777547018,0.00023785812528957843,0.015745800243416156,0.0006954039759898017,0.015635369445676412,0.005821089522436165,0.005158793424092053,0.015138084261630108,0.009038886326160346,0.01725772208537841,0.004239924367426641,0.010948198604031525,0.022255065722486388,0.0,0.008090349513146215,0.003838761831078067,0.005016265530312704,0.008026898655813927,0.0042338381985300485,0.002387033752932785,0.016933797207110884,0.002999545509476028,0.004896999274957721,0.018191093798157483,0.005958194909443545,0.0008478656533505833,1.0,0.009659098084947167,0.009627412348099119,0.019806916319375815,2.5849828287231258e-06,0.004184886658760355,0.021773650328918173,0.02105524690152279,0.003765015708649685,0.0005862602656839738,0.007076699129632334,0.0015743584317804821,0.0028410118487250465,0.01474764251015895,0.0233916473918047,0.0005859505769243326,0.001629196249021245,0.018826219080560768
SET/6 RED SPOTTY PAPER CUPS,0.2174104388260225,0.07943516403107355,0.08447877744755546,0.06479668147832825,0.16042463232383627,0.009220875346583838,0.04367196203466953,0.018344994116608802,0.07154978405229599,0.007006803917173901,0.38480712679254186,8.009245349459448e-07,0.005667245725448072,0.08124191730150024,0.0019631264698741257,0.461814052545459,0.24203461258964493,0.03246901430859367,0.0015355724069461014,0.13542409950406914,0.2399134569763785,0.011136604734362135,0.022711625945458058,0.0026772299038761334,0.007268841441205119,0.0031071496433450647,0.03988717630510132,0.040139182950777445,0.19814100612102092,0.03037065730291482,0.184369686532714,0.005915756548992041,0.009698462067156398,0.13745683436937545,0.04653036388812378,0.03934337933208865,0.09236638729629154,0.11613168737291012,0.14547737265111602,0.1324696121460923,0.08816307646191161,0.1547869043966591,0.10880549480053875,0.1442746961840075,0.13147382172316496,0.23490774199678638,0.17099432450025748,0.2548575735499422,0.1613970864919899,0.05363656527562373,0.0007695247295776487,0.22650207320652158,0.0037201771545419347,0.017130147639887787,0.008314371258248812,0.006765441911635011,0.0023322599808575863,0.0017605030895645063,0.14994359143424688,0.00960107524701067,0.13861169022948666,0.05792659451148009,0.04026316037806159,0.17798957038017196,0.17950579871225,0.2589046600329113,0.21234879727945516,0.2922472549916507,0.10095673951453422,0.0,0.12080438991754956,0.05799829350944173,0.11168325295356278,0.048294074630647874,0.02703140780295544,0.01971656047535581,0.22657227372252162,0.3410048952053359,0.025476212311511138,0.2002647413555831,0.0728504820657276,0.0019374370511143128,0.009659098084947167,0.9999999999999999,0.9837348943576891,0.1808864762040689,1.713215661149677e-05,0.03395255714969079,0.22900497422893668,0.23942142475766975,0.07628607328268402,0.11960486511768825,0.010933713987726836,0.03797568982600998,0.039500313355925805,0.13102910387010416,0.19438041751703378,0.37869830326522275,0.014272821287648056,0.17936277129599157
SET/6 RED SPOTTY PAPER PLATES,0.21981801069469842,0.07729729912789127,0.08921162920037927,0.0712888709751888,0.16907963707156856,0.00723180474101331,0.04291937290461522,0.014251311574494545,0.1251508674137659,0.006873475218607218,0.3238487837240034,9.540984974846941e-07,0.003484074462326275,0.07599872400411625,0.001927587898033874,0.4884721109456646,0.25225683383875896,0.027236742611278317,0.0015300690941854713,0.11828012004810441,0.2580881041398145,0.010652049268038364,0.019260181256078226,0.0025354183996988897,0.00870695655205664,0.002414382757424531,0.03407632503886982,0.04483272825681547,0.21553064454783408,0.028122057712926807,0.21368838593175593,0.00652333131081558,0.010784942718693322,0.13079268849805442,0.045771506304495765,0.04508355501514944,0.08915934005611541,0.11670547631324098,0.14453294832771874,0.14036199037907277,0.08547128364701433,0.1470344789687183,0.11157424497347113,0.14252967922542084,0.135436167387691,0.23445908666163465,0.17755491517880959,0.2593766329689147,0.17636680959924111,0.049278242894106726,0.0006304825927233096,0.20889036604297578,0.0034303703447624563,0.019009517583945396,0.007278413541100022,0.004936320206342697,0.0020030812311539704,0.0017592585205424744,0.16254063316628656,0.007690540190185459,0.13904403886340935,0.06227709753831661,0.04049693160321584,0.18804102208525864,0.1888764032715565,0.2735686146002637,0.22694767314495629,0.25874251860069997,0.09415065052135957,0.0,0.11996331232949864,0.05758467621656972,0.11782329757665784,0.05441487886599259,0.0215981402144269,0.01857461228951745,0.22847376819197152,0.2816284711190595,0.023456928412174893,0.21853286623449236,0.07058343964186746,0.002260937455246319,0.009627412348099119,0.9837348943576891,0.9999999999999997,0.20962762955673597,1.7086286929031257e-05,0.03073812777434777,0.2483187210628497,0.2568794411179668,0.0678321533519494,0.09977598994400404,0.01121224021244414,0.033943748935940106,0.04168263737083505,0.13888861518311382,0.22054441902180438,0.3222804128611207,0.013799804650197032,0.20631675614845332
SINGLE HEART ZINC T-LIGHT HOLDER,0.5170909388102513,0.15497863171690324,0.16554530275624976,0.15616239355268902,0.06691305258655847,0.0442628428355864,0.0846526215369082,0.00890307532779443,0.07172322068277547,0.007136331130023241,0.0019269755585985798,2.3802961702353275e-05,0.05376283837622246,0.04331708504858879,0.006914169973993775,0.0010976046914345542,0.2183827272156829,0.015929988132947773,0.006237424902008096,0.011378027830082123,0.8428771865132447,0.006810156611766077,0.017934261176513745,0.006506740972006569,0.00614057205631867,0.0028913395999756435,0.022612298604224066,0.24347650472589874,0.8482802044082817,0.033267666766978225,0.8061598271303289,0.03055263504956289,0.049641068850786146,0.32057720677810625,0.06088376432662699,0.16555477266780375,0.12615015544582936,0.25925698405126035,0.2914338102865966,0.3596018077707035,0.10560375838136907,0.17263950852312454,0.07537743903974985,0.2824613345212161,0.3096298181868904,0.5523026975696699,0.4202018109237019,0.7073790769822134,0.5657282186098012,0.07066275178553962,0.0014475560360891154,0.28879483024580255,0.015287496724377762,0.052522630797729966,0.001061351881128217,0.0019368664868595028,0.0012942802351530837,0.0018794981629954748,0.49833539315090847,0.010551949258499043,0.27873886169547074,0.166283794835515,0.07208861854264184,0.561763579448552,0.20877327196048145,0.5166260091388875,0.15301822031425427,0.06318837871731264,0.0520025681090596,0.0,0.07973489495292152,0.14625954309112757,0.20319971129067047,0.3123468356763543,0.02814171474908097,0.005044213218351601,0.6567459170721011,0.002368341935141511,0.022230153376580804,0.7387738891657463,0.1697537904212612,0.008355753425807065,0.019806916319375815,0.1808864762040689,0.20962762955673597,1.0,0.00012426148461924252,0.006839401028196029,0.7868385109676178,0.824486609425226,0.025673160737579803,0.02712770737517855,0.05254632639443638,0.04607491614574285,0.016084443594708335,0.3624092120878396,0.8136231420534131,0.0027979905083051542,0.005881158658972251,0.7926417750548358
SMALL CHINESE STYLE SCISSOR,0.0003449419974926705,0.0007511417156886522,0.0003403806563983829,0.0004223235219284055,1.7923943476815884e-05,6.845514087627424e-05,6.368253713622725e-05,0.0019049194464945043,3.3404176937612694e-05,0.0002952790755721838,4.136404411838e-05,1.2566010275229873e-08,8.754999097698705e-06,0.0007068628996402442,4.5913400300077366e-05,0.0005942103630855584,0.0002690220729088099,0.00027643940997700716,1.0678378161701233e-05,5.8255136292908224e-05,4.6938570842151696e-05,6.349265548880344e-05,0.00011422012132435302,2.4952918990952392e-05,4.769316987599839e-05,0.0006772757934781261,0.0005740482746108589,0.0002848687724524747,0.0001848487311586222,0.0001439217340633064,0.0004156432464478839,1.9768344757802894e-05,6.78677055700216e-05,0.0007450912468123332,0.0003433304607941572,1.0094441588844894e-05,0.00016454006392668748,9.148998655180926e-06,0.00024005746605536645,0.00040716206734651067,0.00011376803057652159,2.9350786523393393e-05,0.000761554127132917,0.0005962092854309957,0.0003401905719196067,0.0010993596356801286,0.00039822704101716744,0.0008672786942204314,3.0644138516458123e-05,2.6333957928826746e-05,1.3545985497276751e-05,0.00012271122560098533,0.0004113789031031579,3.8279297460366374e-05,1.7693982994980446e-06,0.0002488056313951849,0.0002962769969806384,0.00032791946577630205,0.0006650254667650524,9.898151157452087e-05,0.00031000083762104,0.0006790347925232106,0.00024403413174533747,0.0007887113044281518,0.0007680583802418508,0.000593115284625854,0.0005407256662176659,0.00040495549689511016,0.0005441331259070691,0.0,7.689515502941376e-05,1.5494602534648736e-05,2.4989612663406638e-05,8.608831883968203e-05,0.000364316544180263,0.0002824473714448132,0.00017549141530310975,2.6912728425880614e-05,0.0002103399877680644,2.5720621526679266e-05,0.00021850515339482695,1.6589365766095963e-05,2.5849828287231258e-06,1.713215661149677e-05,1.7086286929031257e-05,0.00012426148461924252,1.0,0.00025576524517323314,9.903715474558125e-05,3.185275205680104e-05,7.437094487253989e-05,7.450846034730078e-05,6.961659812071118e-05,0.00023321834522851143,0.00046874086554814714,0.00014492235616831673,0.0002383298025875339,8.123006139470333e-05,4.657780042360126e-05,9.687187095264017e-05
SMALL POPCORN HOLDER,0.07115444329366799,0.28600261287277334,0.07551743816050355,0.05717142418626902,0.0028396965944839513,0.006257396157005821,0.4287598966987833,0.006824947270617684,0.05905864520495602,0.0108955817144645,0.004503575716378789,1.825296979882041e-06,0.005061424793759627,0.09412579321579827,0.0032746489706434326,0.0008790247652181981,0.06281107063206909,0.09430093630582626,0.0017412478806615103,0.0949838028035934,0.013197811193453634,0.28967383922554246,0.014893844054045723,0.002076883343659055,0.0074521721187377574,0.004977389206549037,0.03435838214416791,0.07743372049198048,0.051446290610196864,0.07820459362123504,0.00591389913123664,0.003411439946450691,0.005894076244336888,0.06817535705984251,0.019783237248428596,0.009541926784865913,0.04415219723081887,0.05190529724799568,0.046901573839719206,0.040621529527008655,0.042248006909085846,0.12721315557694757,0.09158125645172024,0.042158251571810024,0.07752018015241101,0.08030189937308757,0.08511868685201354,0.042671073942581426,0.03444203886571955,0.017069983738216797,0.000815232617545962,0.02764818928993197,0.009869487355353422,0.012093367369224338,0.0037030483857543968,0.007878082461716097,0.0047902646038365995,0.002805470426326472,0.08505236464485438,0.0020600969163339,0.0602818819148955,0.061318832756284296,0.050720672009532224,0.054837600685123125,0.08481500941148988,0.03686777290399847,0.008997866101519349,0.18482242280512404,0.08671777187890803,0.0,0.09318506083562775,0.2667063686639794,0.42025317906065024,0.030231568143035244,0.08787178431920241,0.9089116997879189,0.0632754069056991,0.07638813195410535,0.025526389170686867,0.27175862608072415,0.4821638857789315,0.0028625626795966814,0.004184886658760355,0.03395255714969079,0.03073812777434777,0.006839401028196029,0.00025576524517323314,1.0000000000000002,0.019560239063269563,0.01262139622645481,0.0439122576539574,0.027842496624219646,0.016240721523628255,0.39560645762544633,0.05954558112894473,0.05020939247249278,0.014773909008643461,0.009877406940825013,0.1544421841611564,0.00646286773358089
