Customer ID,Recency,Frequency,Monetary,Cluster,Segment,AvgOrderValue
15278,562,4,496.16,0,At Risk,124.04
15279,355,5,1580.54,0,At Risk,316.108
15280,172,3,406.22,1,Regular,135.40666666666667
15281,59,16,8543.57,1,Regular,533.973125
15282,570,1,348.59,0,At Risk,348.59
15283,390,3,148.32999999999998,0,At Risk,49.44333333333333
15284,500,1,24.75,0,At Risk,24.75
15285,408,1,94.92,0,At Risk,94.92
15286,50,1,240.55,1,Regular,240.55
15287,22,5,856.03,1,Regular,171.206
15288,43,10,3883.13,1,Regular,388.313
15289,29,5,1593.09,1,Regular,318.618
15290,5,26,10496.28,1,Regular,403.70307692307694
15291,26,40,13846.56,1,Regular,346.164
15292,201,1,180.94,1,Regular,180.94
15293,666,1,247.5,0,At Risk,247.5
15294,411,1,233.35,0,At Risk,233.35
15295,654,1,217.24,0,At Risk,217.24
15296,51,12,10342.83,1,Regular,861.9025
15297,10,3,641.94,1,Regular,213.98000000000002
15298,2,23,9459.37,1,Regular,411.2769565217392
15299,67,10,7991.54,1,Regular,799.154
15300,64,1,496.44,1,Regular,496.44
15301,51,17,7603.44,1,Regular,447.2611764705882
15302,730,1,308.0,0,At Risk,308.0
15303,290,3,1224.18,0,At Risk,408.06
15304,61,9,919.55,1,Regular,102.17222222222222
15305,555,1,93.6,0,At Risk,93.6
15306,64,9,3484.73,1,Regular,387.1922222222222
15307,96,1,205.3,1,Regular,205.3
15308,274,1,310.47,0,At Risk,310.47
15309,611,4,797.96,0,At Risk,199.49
15310,479,1,1634.64,0,At Risk,1634.64
15311,1,208,116771.16,2,VIP,561.3998076923077
15312,75,12,2930.19,1,Regular,244.1825
15313,110,1,52.0,1,Regular,52.0
15314,199,3,820.45,1,Regular,273.48333333333335
15315,64,2,570.5,1,Regular,285.25
15316,327,1,165.0,0,At Risk,165.0
15317,677,1,129.75,0,At Risk,129.75
15318,4,1,312.62,1,Regular,312.62
15319,284,1,204.5,0,At Risk,204.5
15320,44,1,267.13,1,Regular,267.13
15321,71,12,6709.7300000000005,1,Regular,559.1441666666667
15322,86,2,1390.86,1,Regular,695.43
15323,563,3,434.6,0,At Risk,144.86666666666667
15324,701,1,140.22000000000003,0,At Risk,140.22000000000003
15325,104,8,1602.01,1,Regular,200.25125
15326,334,5,1700.52,0,At Risk,340.104
15327,53,1,208.75,1,Regular,208.75
15328,408,1,107.24,0,At Risk,107.24
15329,39,11,2984.33,1,Regular,271.3027272727273
15330,32,2,714.9599999999999,1,Regular,357.47999999999996
15331,500,3,767.91,0,At Risk,255.97
15332,366,6,6553.74,0,At Risk,1092.29
15333,208,1,1028.56,1,Regular,1028.56
15334,157,3,351.67,1,Regular,117.22333333333334
15335,54,1,173.97,1,Regular,173.97
15336,402,1,240.5,0,At Risk,240.5
15337,411,1,373.02,0,At Risk,373.02
15338,677,1,283.43,0,At Risk,283.43
15339,66,7,1827.84,1,Regular,261.12
15340,562,1,105.5,0,At Risk,105.5
15341,81,2,2402.72,1,Regular,1201.36
15342,130,1,406.09,1,Regular,406.09
15343,87,1,364.5,1,Regular,364.5
15344,1,3,563.94,1,Regular,187.98000000000002
15345,46,1,393.54,1,Regular,393.54
15346,333,3,596.12,0,At Risk,198.70666666666668
15347,366,4,1363.6,0,At Risk,340.9
15348,72,1,158.04,1,Regular,158.04
15349,158,2,473.81,1,Regular,236.905
15350,373,2,663.25,0,At Risk,331.625
15351,12,10,3738.29,1,Regular,373.829
15352,549,1,114.95,0,At Risk,114.95
15353,255,7,3175.95,1,Regular,453.70714285714286
15354,603,3,284.4,0,At Risk,94.8
15355,29,2,277.05,1,Regular,138.525
15356,31,13,3464.95,1,Regular,266.5346153846154
15358,5,42,17050.41,1,Regular,405.96214285714285
15359,663,8,181.35,0,At Risk,22.66875
15360,40,1,427.93,1,Regular,427.93
15361,362,4,689.07,0,At Risk,172.2675
15362,449,2,613.08,0,At Risk,306.54
15363,373,2,1004.11,0,At Risk,502.055
15364,96,2,913.19,1,Regular,456.595
15365,26,13,4557.13,1,Regular,350.54846153846154
15366,75,7,2389.08,1,Regular,341.29714285714283
15367,57,11,5081.33,1,Regular,461.9390909090909
15368,21,2,722.74,1,Regular,361.37
15369,492,11,6251.26,0,At Risk,568.2963636363637
15370,41,8,3739.01,1,Regular,467.37625
15371,662,1,59.400000000000006,0,At Risk,59.400000000000006
15372,137,8,6017.06,1,Regular,752.1325
15373,8,17,3421.39,1,Regular,201.25823529411764
15374,129,2,307.32,1,Regular,153.66
15375,690,1,60.96,0,At Risk,60.96
15376,40,3,1233.36,1,Regular,411.11999999999995
15377,383,4,1211.75,0,At Risk,302.9375
15378,463,2,246.5,0,At Risk,123.25
15379,169,8,4877.84,1,Regular,609.73
15380,9,11,3479.06,1,Regular,316.2781818181818
15381,214,5,1890.57,1,Regular,378.114
15382,15,12,13733.55,1,Regular,1144.4624999999999
15384,170,4,2027.79,1,Regular,506.9475
15385,40,3,942.08,1,Regular,314.0266666666667
15386,186,1,394.14,1,Regular,394.14
15387,492,1,468.65,0,At Risk,468.65
15388,270,1,140.54,0,At Risk,140.54
15389,172,5,2733.8,1,Regular,546.76
15390,396,2,1216.66,0,At Risk,608.33
15391,584,1,289.87,0,At Risk,289.87
15392,5,7,2911.62,1,Regular,415.94571428571425
15393,16,5,891.34,1,Regular,178.268
15394,10,11,5286.8,1,Regular,480.6181818181818
15395,326,1,107.45,0,At Risk,107.45
15396,113,2,796.38,1,Regular,398.19
15397,290,1,94.0,0,At Risk,94.0
15398,16,2,1345.53,1,Regular,672.765
15399,1,3,815.77,1,Regular,271.92333333333335
15400,92,8,1302.3,1,Regular,162.7875
15401,452,2,216.95,0,At Risk,108.475
15402,149,6,1830.54,1,Regular,305.09
15403,492,2,170.88,0,At Risk,85.44
15404,376,1,257.06,0,At Risk,257.06
15405,189,2,659.84,1,Regular,329.92
15406,31,4,975.87,1,Regular,243.9675
15407,34,4,1056.44,1,Regular,264.11
15408,264,1,267.18,0,At Risk,267.18
15409,721,1,131.25,0,At Risk,131.25
15410,84,10,4685.72,1,Regular,468.572
15411,26,4,1358.88,1,Regular,339.72
15412,171,1,190.53,1,Regular,190.53
15413,692,5,6798.72,0,At Risk,1359.7440000000001
15414,10,3,774.9000000000001,1,Regular,258.3
15415,313,1,572.8100000000001,0,At Risk,572.8100000000001
15416,65,7,4572.82,1,Regular,653.26
15417,85,1,508.8,1,Regular,508.8
15418,425,2,452.32,0,At Risk,226.16
15419,25,1,135.86,1,Regular,135.86
15420,434,6,743.0,0,At Risk,123.83333333333333
15421,59,10,3805.34,1,Regular,380.534
15422,323,7,1619.97,0,At Risk,231.42428571428573
15423,38,3,266.89,1,Regular,88.96333333333332
15424,254,3,597.78,1,Regular,199.26
15425,400,4,1944.57,0,At Risk,486.1425
15426,19,9,2615.39,1,Regular,290.5988888888889
15427,33,3,1483.14,1,Regular,494.38000000000005
15428,15,4,762.75,1,Regular,190.6875
15429,27,2,397.35,1,Regular,198.675
15430,468,2,954.75,0,At Risk,477.375
15431,503,1,153.24,0,At Risk,153.24
15432,23,2,320.76,1,Regular,160.38
15433,214,2,533.3,1,Regular,266.65
15434,8,11,2567.06,1,Regular,233.36909090909091
15435,22,1,149.29,1,Regular,149.29
15436,12,3,1122.53,1,Regular,374.1766666666667
15437,262,2,393.45,0,At Risk,196.725
15438,131,1,156.57999999999998,1,Regular,156.57999999999998
15439,405,4,1269.05,0,At Risk,317.2625
15440,55,3,383.68,1,Regular,127.89333333333333
15441,396,3,1254.21,0,At Risk,418.07
15442,249,1,594.0,1,Regular,594.0
15443,2,14,5175.93,1,Regular,369.7092857142857
15444,9,2,1418.26,1,Regular,709.13
15445,264,2,284.5,0,At Risk,142.25
15446,377,3,406.95,0,At Risk,135.65
15447,331,5,492.88,0,At Risk,98.576
15448,313,2,788.8100000000001,0,At Risk,394.40500000000003
15449,26,3,974.52,1,Regular,324.84
15450,30,1,429.84,1,Regular,429.84
15451,434,2,233.21,0,At Risk,116.605
15452,30,6,1799.11,1,Regular,299.85166666666663
15453,2,7,1388.37,1,Regular,198.3385714285714
15454,362,2,307.69,0,At Risk,153.845
15455,598,1,38.25,0,At Risk,38.25
15456,283,10,2119.27,0,At Risk,211.927
15457,262,1,237.07,0,At Risk,237.07
15458,25,2,370.44,1,Regular,185.22
15459,417,2,202.83,0,At Risk,101.415
15460,354,1,216.76,0,At Risk,216.76
15461,461,2,429.7,0,At Risk,214.85
15462,94,4,737.05,1,Regular,184.2625
15463,29,1,126.14,1,Regular,126.14
15464,338,1,1048.85,0,At Risk,1048.85
15465,20,32,12655.65,1,Regular,395.4890625
15466,85,4,1571.01,1,Regular,392.7525
15467,9,3,524.88,1,Regular,174.96
15468,51,3,1430.48,1,Regular,476.82666666666665
15469,50,3,874.25,1,Regular,291.4166666666667
15470,576,1,63.42,0,At Risk,63.42
15471,2,3,1316.56,1,Regular,438.8533333333333
15472,113,1,371.56,1,Regular,371.56
15473,14,8,2046.0,1,Regular,255.75
15474,596,1,163.1,0,At Risk,163.1
15475,77,1,454.11,1,Regular,454.11
15476,380,4,2209.98,0,At Risk,552.495
15477,650,1,368.4,0,At Risk,368.4
15478,40,3,2024.98,1,Regular,674.9933333333333
15479,733,1,147.4,0,At Risk,147.4
15480,116,5,6279.0,1,Regular,1255.8
15481,401,1,1993.34,0,At Risk,1993.34
15482,16,19,14592.56,1,Regular,768.0294736842105
15483,161,10,862.2,1,Regular,86.22
15484,1,6,4656.0,1,Regular,776.0
15485,30,7,5771.51,1,Regular,824.5014285714286
15486,527,1,102.0,0,At Risk,102.0
15487,680,1,231.32,0,At Risk,231.32
15488,93,5,431.92,1,Regular,86.384
15489,23,8,2419.61,1,Regular,302.45125
15490,430,1,217.6,0,At Risk,217.6
15491,95,6,3100.09,1,Regular,516.6816666666667
15492,28,2,659.46,1,Regular,329.73
15493,33,9,4314.9800000000005,1,Regular,479.44222222222226
15494,21,5,3780.05,1,Regular,756.01
15495,379,1,246.5,0,At Risk,246.5
15496,631,1,146.14,0,At Risk,146.14
15497,18,9,8657.39,1,Regular,961.9322222222222
15498,3,44,26039.58,1,Regular,591.8086363636364
15499,724,1,161.6,0,At Risk,161.6
15500,8,4,1131.56,1,Regular,282.89
15501,405,2,402.5,0,At Risk,201.25
15502,16,14,13993.47,1,Regular,999.5335714285713
15503,363,2,267.15,0,At Risk,133.575
15504,81,4,423.85,1,Regular,105.9625
15505,53,5,3610.96,1,Regular,722.192
15506,23,6,2040.03,1,Regular,340.005
15507,172,1,492.36,1,Regular,492.36
15508,189,6,1000.27,1,Regular,166.71166666666667
15509,380,1,166.51,0,At Risk,166.51
15510,331,1,250.0,0,At Risk,250.0
15511,12,5,909.23,1,Regular,181.846
15512,156,4,331.58,1,Regular,82.895
15513,33,35,27750.55,1,Regular,792.8728571428571
15514,12,18,6598.55,1,Regular,366.5861111111111
15515,387,1,171.81,0,At Risk,171.81
15516,45,3,62.43,1,Regular,20.81
15517,233,1,267.03,1,Regular,267.03
15518,64,15,4218.94,1,Regular,281.26266666666663
15519,383,2,344.61,0,At Risk,172.305
15520,2,1,343.5,1,Regular,343.5
15521,40,16,7106.69,1,Regular,444.168125
15522,33,2,398.84,1,Regular,199.42
15523,84,16,17359.99,1,Regular,1084.999375
15524,25,2,591.4,1,Regular,295.7
15525,2,4,1295.7,1,Regular,323.925
15526,33,2,148.44,1,Regular,74.22
15527,19,23,5575.64,1,Regular,242.41913043478263
15528,254,1,229.33,0,At Risk,229.33
15529,23,12,5111.95,1,Regular,425.99583333333334
15530,22,5,1813.72,1,Regular,362.744
15531,8,2,2007.44,1,Regular,1003.72
15532,25,10,3771.9,1,Regular,377.19
15533,19,3,807.57,1,Regular,269.19
15534,726,1,162.25,0,At Risk,162.25
15535,173,6,1087.82,1,Regular,181.3033333333333
15536,409,1,259.09,0,At Risk,259.09
15537,163,1,110.92,1,Regular,110.92
15538,538,6,3358.4,0,At Risk,559.7333333333333
15539,7,1,538.46,1,Regular,538.46
15540,11,2,460.68,1,Regular,230.34
15541,114,1,85.13000000000001,1,Regular,85.13000000000001
15542,512,3,918.45,0,At Risk,306.15000000000003
15543,288,2,242.84,0,At Risk,121.42
15544,9,20,8162.43,1,Regular,408.1215
15545,54,2,428.05,1,Regular,214.025
15546,607,2,1079.1,0,At Risk,539.55
15547,7,26,10154.39,1,Regular,390.55346153846153
15548,596,1,158.09,0,At Risk,158.09
15549,77,8,2345.96,1,Regular,293.245
15550,4,12,2218.8,1,Regular,184.9
15551,37,7,1710.08,1,Regular,244.29714285714286
15552,217,2,252.52,1,Regular,126.26
15553,60,1,437.23,1,Regular,437.23
15554,278,1,217.2,0,At Risk,217.2
15555,12,36,12112.35,1,Regular,336.45416666666665
15556,24,1,279.77,1,Regular,279.77
15557,29,1,473.65,1,Regular,473.65
15558,639,1,214.13,0,At Risk,214.13
15559,568,1,1109.4,0,At Risk,1109.4
15560,398,2,153.52,0,At Risk,76.76
15561,12,8,1934.39,1,Regular,241.79875
15562,352,3,673.3800000000001,0,At Risk,224.46000000000004
15563,22,7,2867.0,1,Regular,409.57142857142856
15564,463,2,70.74000000000001,0,At Risk,35.370000000000005
15565,50,2,173.16000000000005,1,Regular,86.58000000000003
15566,393,2,227.87,0,At Risk,113.935
15567,19,1,186.01,1,Regular,186.01
15568,3,3,758.29,1,Regular,252.76333333333332
15569,104,10,3586.35,1,Regular,358.635
15570,7,25,9311.04,1,Regular,372.44160000000005
15571,12,14,4051.63,1,Regular,289.40214285714285
15572,5,10,4068.67,1,Regular,406.867
15573,32,5,1207.18,1,Regular,241.436
15574,178,6,1518.7,1,Regular,253.11666666666667
15575,620,1,30.1,0,At Risk,30.1
15576,38,1,940.67,1,Regular,940.67
15577,151,5,397.98,1,Regular,79.596
15578,162,1,127.1,1,Regular,127.1
15579,69,5,1302.5,1,Regular,260.5
15580,377,8,1381.19,0,At Risk,172.64875
15581,121,38,7794.59,1,Regular,205.12078947368423
15582,25,3,682.9100000000001,1,Regular,227.63666666666668
15583,376,1,107.86,0,At Risk,107.86
15584,24,6,1277.5,1,Regular,212.91666666666666
15585,177,1,455.3,1,Regular,455.3
15586,593,3,1139.1,0,At Risk,379.7
15587,50,7,1522.08,1,Regular,217.44
15588,678,1,579.6,0,At Risk,579.6
15589,256,3,478.53,1,Regular,159.51
15590,382,5,1496.6,0,At Risk,299.32
15591,583,3,217.9,0,At Risk,72.63333333333334
15592,47,1,388.58,1,Regular,388.58
15593,71,1,199.8,1,Regular,199.8
15594,16,5,1771.78,1,Regular,354.356
15595,488,1,357.6,0,At Risk,357.6
15596,101,9,3130.04,1,Regular,347.78222222222223
15597,35,2,563.37,1,Regular,281.685
15598,53,2,548.02,1,Regular,274.01
15599,27,3,1250.06,1,Regular,416.68666666666667
15600,428,4,1199.31,0,At Risk,299.8275
15601,11,30,14960.12,1,Regular,498.6706666666667
15602,8,16,3230.51,1,Regular,201.906875
15603,79,2,88.48,1,Regular,44.24
15604,52,1,216.39,1,Regular,216.39
15605,36,9,1936.8,1,Regular,215.2
15606,61,17,5230.99,1,Regular,307.70529411764704
15607,337,9,1708.97,0,At Risk,189.88555555555556
15608,28,5,1785.98,1,Regular,357.196
15609,184,1,298.48,1,Regular,298.48
15610,52,1,112.46,1,Regular,112.46
15611,10,26,2997.28,1,Regular,115.28
15612,36,2,195.15,1,Regular,97.575
15613,610,1,433.72,0,At Risk,433.72
15614,438,4,3147.36,0,At Risk,786.84
15615,10,47,21373.97,1,Regular,454.7653191489362
15616,438,1,317.11,0,At Risk,317.11
15617,396,3,828.5500000000001,0,At Risk,276.18333333333334
15618,33,4,776.851,1,Regular,194.21275
15619,11,1,336.4,1,Regular,336.4
15620,57,4,1942.36,1,Regular,485.59
15621,4,4,1293.03,1,Regular,323.2575
15622,43,17,7852.610000000001,1,Regular,461.91823529411766
15623,141,8,2437.05,1,Regular,304.63125
15624,117,4,588.13,1,Regular,147.0325
15625,104,9,3236.4,1,Regular,359.6
15626,75,3,1067.52,1,Regular,355.84
15627,457,2,566.9,0,At Risk,283.45
15628,5,17,5652.26,1,Regular,332.4858823529412
15629,450,4,2240.9,0,At Risk,560.225
15630,45,3,1481.4,1,Regular,493.8
15631,642,1,596.67,0,At Risk,596.67
15632,16,8,3285.31,1,Regular,410.66375
15633,509,13,4352.46,0,At Risk,334.8046153846154
15634,17,2,554.65,1,Regular,277.325
15635,396,1,100.35,0,At Risk,100.35
15636,90,4,1444.58,1,Regular,361.145
15637,53,5,797.59,1,Regular,159.518
15638,379,6,2265.2,0,At Risk,377.5333333333333
15639,134,3,1065.08,1,Regular,355.02666666666664
15640,4,29,23957.58,1,Regular,826.1234482758621
15641,105,12,5345.55,1,Regular,445.46250000000003
15642,730,1,105.78,0,At Risk,105.78
15643,192,3,664.0,1,Regular,221.33333333333334
15644,166,4,813.0,1,Regular,203.25
15645,19,3,1055.17,1,Regular,351.72333333333336
15646,158,5,974.61,1,Regular,194.922
15647,415,1,169.0,0,At Risk,169.0
15648,204,2,657.35,1,Regular,328.675
15649,336,4,2170.35,0,At Risk,542.5875
15650,522,2,553.88,0,At Risk,276.94
15651,37,5,1259.06,1,Regular,251.81199999999998
15652,91,5,1420.34,1,Regular,284.068
15653,93,2,877.44,1,Regular,438.72
15654,9,2,922.53,1,Regular,461.265
15655,243,1,560.6700000000001,1,Regular,560.6700000000001
15656,45,4,748.5,1,Regular,187.125
15657,23,1,30.0,1,Regular,30.0
15658,190,8,2423.4700000000003,1,Regular,302.93375000000003
15659,44,3,532.49,1,Regular,177.49666666666667
15660,25,15,2812.99,1,Regular,187.53266666666664
15661,317,8,1215.95,0,At Risk,151.99375
15662,661,2,283.73,0,At Risk,141.865
15663,106,1,138.14,1,Regular,138.14
15664,51,4,1254.03,1,Regular,313.5075
15665,168,5,4015.12,1,Regular,803.024
15666,472,2,632.94,0,At Risk,316.47
15667,40,1,301.32000000000005,1,Regular,301.32000000000005
15668,218,1,76.32000000000001,1,Regular,76.32000000000001
15669,40,4,684.34,1,Regular,171.085
15670,297,2,325.2,0,At Risk,162.6
15671,19,7,2657.13,1,Regular,379.59000000000003
15672,725,1,45.3,0,At Risk,45.3
15673,88,9,6414.79,1,Regular,712.7544444444444
15674,73,13,6948.2300000000005,1,Regular,534.4792307692308
15675,81,4,542.04,1,Regular,135.51
15676,19,3,3435.76,1,Regular,1145.2533333333333
15677,49,3,1305.63,1,Regular,435.21000000000004
15678,53,3,1893.89,1,Regular,631.2966666666667
15679,24,4,781.28,1,Regular,195.32
15680,9,10,4507.58,1,Regular,450.758
15681,25,14,2989.7000000000003,1,Regular,213.55
15682,599,2,318.24,0,At Risk,159.12
15683,117,2,524.54,1,Regular,262.27
15684,547,3,173.95,0,At Risk,57.98333333333333
15685,450,1,55.98,0,At Risk,55.98
15686,420,1,90.0,0,At Risk,90.0
15687,9,9,2993.1,1,Regular,332.56666666666666
15688,419,1,190.57,0,At Risk,190.57
15689,120,3,521.03,1,Regular,173.67666666666665
15690,4,2,239.76,1,Regular,119.88
15691,252,4,571.3,1,Regular,142.825
15692,28,1,191.04,1,Regular,191.04
15693,659,1,37.5,0,At Risk,37.5
15694,1,24,10810.81,1,Regular,450.4504166666666
15695,267,4,1131.04,0,At Risk,282.76
15696,33,13,3906.57,1,Regular,300.5053846153846
15697,690,1,246.75,0,At Risk,246.75
15698,624,1,46.2,0,At Risk,46.2
15699,18,1,309.65,1,Regular,309.65
15700,172,2,696.68,1,Regular,348.34
15701,2,4,1542.14,1,Regular,385.535
15702,476,2,140.39,0,At Risk,70.195
15703,265,1,211.5,0,At Risk,211.5
15704,140,6,3817.96,1,Regular,636.3266666666667
15705,201,1,143.1,1,Regular,143.1
15706,64,4,1060.56,1,Regular,265.14
15707,35,4,945.58,1,Regular,236.395
15708,41,9,4378.72,1,Regular,486.5244444444445
15709,284,2,327.85,0,At Risk,163.925
15710,417,1,898.87,0,At Risk,898.87
15711,557,2,420.25,0,At Risk,210.125
15712,9,12,3472.41,1,Regular,289.3675
15713,143,4,1010.79,1,Regular,252.6975
15714,12,5,784.8100000000001,1,Regular,156.96200000000002
15715,556,5,658.02,0,At Risk,131.60399999999998
15716,146,11,3056.81,1,Regular,277.89181818181817
15717,234,5,607.0,1,Regular,121.4
15718,540,1,293.79,0,At Risk,293.79
15719,33,31,10223.06,1,Regular,329.77612903225804
15720,24,2,741.92,1,Regular,370.96
15721,12,1,507.08,1,Regular,507.08
15722,36,11,5258.1,1,Regular,478.00909090909096
15723,365,4,947.65,0,At Risk,236.9125
15724,201,3,310.85,1,Regular,103.61666666666667
15725,15,1,415.25,1,Regular,415.25
15726,390,1,321.91,0,At Risk,321.91
15727,17,15,9445.51,1,Regular,629.7006666666667
15728,380,2,544.6,0,At Risk,272.3
15729,213,3,192.55,1,Regular,64.18333333333334
15730,66,5,1726.58,1,Regular,345.316
15731,554,1,125.3,0,At Risk,125.3
15732,212,10,1682.07,1,Regular,168.207
15733,283,1,162.3,0,At Risk,162.3
15734,115,4,2263.3,1,Regular,565.825
15735,421,1,327.68,0,At Risk,327.68
15736,435,2,1815.72,0,At Risk,907.86
15737,15,8,1205.12,1,Regular,150.64
15738,19,41,13372.97,1,Regular,326.16999999999996
15739,66,1,449.12,1,Regular,449.12
15740,49,1,154.88,1,Regular,154.88
15741,458,2,208.62,0,At Risk,104.31
15742,619,1,156.87,0,At Risk,156.87
15743,16,4,784.46,1,Regular,196.115
15744,78,1,34.8,1,Regular,34.8
15745,19,4,1094.59,1,Regular,273.6475
15746,134,1,196.88,1,Regular,196.88
15747,13,9,2562.61,1,Regular,284.7344444444445
15748,40,3,614.76,1,Regular,204.92
15749,235,3,44534.3,1,Regular,14844.766666666668
15750,3,18,6797.191,1,Regular,377.6217222222222
15751,461,11,1380.44,0,At Risk,125.49454545454546
15752,40,9,4207.54,1,Regular,467.50444444444446
15753,305,1,79.2,0,At Risk,79.2
15754,51,9,3037.61,1,Regular,337.51222222222225
15755,10,17,5993.12,1,Regular,352.53647058823526
15756,61,4,532.96,1,Regular,133.24
15757,66,6,2940.36,1,Regular,490.06
15758,25,1,205.25,1,Regular,205.25
15759,218,7,830.9300000000001,1,Regular,118.70428571428572
15760,631,2,13916.34,0,At Risk,6958.17
15761,443,1,143.05,0,At Risk,143.05
15762,65,2,583.75,1,Regular,291.875
15763,32,2,1086.92,1,Regular,543.46
15764,88,8,4503.08,1,Regular,562.885
15765,667,1,370.63,0,At Risk,370.63
15766,64,3,831.0600000000001,1,Regular,277.02000000000004
15768,116,34,15601.09,1,Regular,458.85558823529414
15769,7,46,88704.32,2,VIP,1928.3547826086958
15770,613,1,321.45,0,At Risk,321.45
15771,604,3,1006.54,0,At Risk,335.5133333333333
15772,418,1,280.88,0,At Risk,280.88
15773,6,2,774.52,1,Regular,387.26
15774,69,6,1329.94,1,Regular,221.65666666666667
15775,245,2,150.5,1,Regular,75.25
15776,133,1,241.62,1,Regular,241.62
15777,241,7,1762.61,1,Regular,251.80142857142854
15778,431,1,307.95000000000005,0,At Risk,307.95000000000005
15779,463,2,124.08,0,At Risk,62.04
15780,184,3,475.28,1,Regular,158.42666666666665
15781,25,3,345.46000000000004,1,Regular,115.15333333333335
15782,10,4,4014.1,1,Regular,1003.525
15783,11,1,246.3,1,Regular,246.3
15784,468,2,848.33,0,At Risk,424.165
15785,33,16,5969.93,1,Regular,373.120625
15786,46,5,8514.82,1,Regular,1702.964
15787,26,3,948.05,1,Regular,316.01666666666665
15788,509,1,221.83,0,At Risk,221.83
15789,358,6,1962.01,0,At Risk,327.00166666666667
15790,10,1,220.85,1,Regular,220.85
15791,44,5,3608.34,1,Regular,721.668
15792,400,2,933.84,0,At Risk,466.92
15793,15,8,2399.57,1,Regular,299.94625
15794,736,2,777.0,0,At Risk,388.5
15795,150,8,1979.87,1,Regular,247.48375
15796,1,17,5175.83,1,Regular,304.4605882352941
15797,113,6,2821.08,1,Regular,470.18
15798,493,3,1535.37,0,At Risk,511.78999999999996
15799,76,4,1424.29,1,Regular,356.0725
15800,107,7,1242.58,1,Regular,177.51142857142855
15801,46,3,1063.95,1,Regular,354.65000000000003
15802,143,1,451.42,1,Regular,451.42
15803,51,4,1929.66,1,Regular,482.415
15804,1,13,4206.39,1,Regular,323.5684615384616
15805,23,30,10189.23,1,Regular,339.64099999999996
15806,46,3,784.58,1,Regular,261.5266666666667
15807,50,5,1817.52,1,Regular,363.504
15808,306,21,18409.93,1,Regular,876.6633333333333
15809,36,7,1274.44,1,Regular,182.06285714285715
15810,79,8,2999.04,1,Regular,374.88
15811,22,7,3890.52,1,Regular,555.7885714285715
15812,107,12,5201.47,1,Regular,433.4558333333334
15813,208,2,1303.91,1,Regular,651.955
15814,17,6,2634.44,1,Regular,439.0733333333333
15815,64,5,2100.6,1,Regular,420.12
15816,542,2,144.15,0,At Risk,72.075
15817,421,3,2766.4,0,At Risk,922.1333333333333
15818,588,1,340.5,0,At Risk,340.5
15819,49,10,3934.79,1,Regular,393.479
15820,320,1,206.98,0,At Risk,206.98
15821,44,2,570.96,1,Regular,285.48
15822,3,6,1840.06,1,Regular,306.6766666666667
15823,372,3,3897.17,0,At Risk,1299.0566666666666
15824,453,2,890.94,0,At Risk,445.47
15825,172,1,532.94,1,Regular,532.94
15826,56,4,2598.28,1,Regular,649.57
15827,73,28,3794.07,1,Regular,135.5025
15828,375,1,1108.82,0,At Risk,1108.82
15829,99,2,636.14,1,Regular,318.07
15830,38,1,576.0,1,Regular,576.0
15831,58,3,801.76,1,Regular,267.25333333333333
15832,254,1,836.79,0,At Risk,836.79
15833,738,1,80.4,0,At Risk,80.4
15834,70,7,3772.99,1,Regular,538.9985714285714
15835,44,4,954.09,1,Regular,238.5225
15836,50,1,137.37,1,Regular,137.37
15837,65,2,777.01,1,Regular,388.505
15838,11,34,74163.0,1,Regular,2181.264705882353
15839,33,3,1048.49,1,Regular,349.49666666666667
15840,59,2,355.56,1,Regular,177.78
15841,73,9,2742.41,1,Regular,304.7122222222222
15842,393,2,548.8000000000001,0,At Risk,274.40000000000003
15843,304,1,118.95,0,At Risk,118.95
15844,46,1,130.73999999999998,1,Regular,130.73999999999998
15845,18,11,4426.28,1,Regular,402.3890909090909
15846,385,1,107.01,0,At Risk,107.01
15847,38,5,822.57,1,Regular,164.514
15848,622,1,139.94,0,At Risk,139.94
15850,19,6,1058.72,1,Regular,176.45333333333335
15851,527,1,109.73,0,At Risk,109.73
15852,187,3,257.26,1,Regular,85.75333333333333
15853,52,1,110.8,1,Regular,110.8
15854,4,21,5583.81,1,Regular,265.8957142857143
15855,137,6,1052.72,1,Regular,175.45333333333335
15856,4,52,34220.340000000004,1,Regular,658.0834615384616
15857,19,2,570.48,1,Regular,285.24
15858,16,13,3960.37,1,Regular,304.64384615384614
15859,432,1,438.46,0,At Risk,438.46
15860,41,17,2505.21,1,Regular,147.36529411764707
15861,12,12,4401.79,1,Regular,366.81583333333333
15862,8,13,2928.29,1,Regular,225.25307692307692
15863,26,5,358.7,1,Regular,71.74
15864,22,7,2180.76,1,Regular,311.5371428571429
15865,41,5,2248.92,1,Regular,449.784
15866,101,1,230.53,1,Regular,230.53
15867,5,31,9063.95,1,Regular,292.3854838709678
15868,583,1,94.53,0,At Risk,94.53
15869,277,3,323.66,0,At Risk,107.88666666666667
15870,33,4,862.61,1,Regular,215.6525
15871,437,1,33.099999999999994,0,At Risk,33.099999999999994
15872,15,4,795.68,1,Regular,198.92
15873,500,4,313.92,0,At Risk,78.48
15874,64,21,11284.76,1,Regular,537.3695238095238
15875,646,1,111.72,0,At Risk,111.72
15876,409,2,1449.14,0,At Risk,724.57
15877,2,2,493.28,1,Regular,246.64
15878,562,2,330.77,0,At Risk,165.385
15879,404,4,1157.3,0,At Risk,289.325
